miRNA,mRNA,PCC.cor,p_value,adjusted_p_value,mRNA_log2FoldChange,mRNA_padj,mRNA_DE,miRNA_log2FoldChange,miRNA_padj,miRNA_DE,NCBI_Description,Swiss.Prot_Description,score,energy,query_similar,subject_similar,total_bp_shared,GO_Swiss.Prot,GO_Trembl
Cluster_8986,evm.TU.chromosome_12.3587,0.6538764307,0.002391994452,0.2184426781,1.015001756,0.003274790147,Y,1.922137093,0.006380078666,Y,cytoplasmic aconitate hydratase-like isoform X1 [Orbicella faveolata],Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3,164,-22.26,82.35%,88.24%,17,GO:0005737; GO:0005829; GO:0005783; GO:0070062; GO:0005794; GO:0005739; GO:0051538; GO:0051539; GO:0003994; GO:0030350; GO:0046872; GO:0003723; GO:0006879; GO:0006101; GO:0050892; GO:0009791; GO:0006417; GO:0010040; GO:0006099,GO:0005737; GO:0051539; GO:0003994; GO:0006879; GO:0008152; GO:0010040
Cluster_1453,evm.TU.chromosome_13.4161,0.1552048108,0.5257828231,0.9093856012,-4.157608431,0.0001083881194,Y,-2.11084247,0.007967319116,Y,NA,NA,154,-20.97,78.95%,78.95%,19,NA,NA
Cluster_1453,evm.TU.chromosome_13.4161,0.1552048108,0.5257828231,0.9093856012,-4.157608431,0.0001083881194,Y,-1.916046631,0.003977191821,Y,NA,NA,154,-20.97,78.95%,78.95%,19,NA,NA
Cluster_1453,evm.TU.chromosome_13.4161,0.1552048108,0.5257828231,0.9093856012,-4.157608431,0.0001083881194,Y,-2.296175267,0.0001233001626,Y,NA,NA,154,-20.97,78.95%,78.95%,19,NA,NA
Cluster_1453,evm.TU.chromosome_13.4161,0.1552048108,0.5257828231,0.9093856012,-3.122621191,0.0244496487,Y,-2.11084247,0.007967319116,Y,NA,NA,154,-20.97,78.95%,78.95%,19,NA,NA
Cluster_1453,evm.TU.chromosome_13.4161,0.1552048108,0.5257828231,0.9093856012,-3.122621191,0.0244496487,Y,-1.916046631,0.003977191821,Y,NA,NA,154,-20.97,78.95%,78.95%,19,NA,NA
Cluster_1453,evm.TU.chromosome_13.4161,0.1552048108,0.5257828231,0.9093856012,-3.122621191,0.0244496487,Y,-2.296175267,0.0001233001626,Y,NA,NA,154,-20.97,78.95%,78.95%,19,NA,NA
Cluster_1453,evm.TU.chromosome_13.4161,0.1552048108,0.5257828231,0.9093856012,-3.33512395,0.004440113843,Y,-2.11084247,0.007967319116,Y,NA,NA,154,-20.97,78.95%,78.95%,19,NA,NA
Cluster_1453,evm.TU.chromosome_13.4161,0.1552048108,0.5257828231,0.9093856012,-3.33512395,0.004440113843,Y,-1.916046631,0.003977191821,Y,NA,NA,154,-20.97,78.95%,78.95%,19,NA,NA
Cluster_1453,evm.TU.chromosome_13.4161,0.1552048108,0.5257828231,0.9093856012,-3.33512395,0.004440113843,Y,-2.296175267,0.0001233001626,Y,NA,NA,154,-20.97,78.95%,78.95%,19,NA,NA
Cluster_1453,evm.TU.chromosome_13.4161,0.1552048108,0.5257828231,0.9093856012,-3.428443834,0.00265329215,Y,-2.11084247,0.007967319116,Y,NA,NA,154,-20.97,78.95%,78.95%,19,NA,NA
Cluster_1453,evm.TU.chromosome_13.4161,0.1552048108,0.5257828231,0.9093856012,-3.428443834,0.00265329215,Y,-1.916046631,0.003977191821,Y,NA,NA,154,-20.97,78.95%,78.95%,19,NA,NA
Cluster_1453,evm.TU.chromosome_13.4161,0.1552048108,0.5257828231,0.9093856012,-3.428443834,0.00265329215,Y,-2.296175267,0.0001233001626,Y,NA,NA,154,-20.97,78.95%,78.95%,19,NA,NA
Cluster_1453,evm.TU.chromosome_5.1708,-0.2962970025,0.218046171,0.7890725604,1.742937227,0.01411900143,Y,-2.11084247,0.007967319116,Y,membrane-associated progesterone receptor component 2-like [Orbicella faveolata],Membrane-associated progesterone receptor component 2 OS=Rattus norvegicus GN=Pgrmc2 PE=1 SV=1,157,-24.41,68.18%,81.82%,22,GO:0012505; GO:0016021; GO:0016020; GO:0005635; GO:0020037; GO:0005496,
Cluster_1453,evm.TU.chromosome_5.1708,-0.2962970025,0.218046171,0.7890725604,1.742937227,0.01411900143,Y,-1.916046631,0.003977191821,Y,membrane-associated progesterone receptor component 2-like [Orbicella faveolata],Membrane-associated progesterone receptor component 2 OS=Rattus norvegicus GN=Pgrmc2 PE=1 SV=1,157,-24.41,68.18%,81.82%,22,GO:0012505; GO:0016021; GO:0016020; GO:0005635; GO:0020037; GO:0005496,
Cluster_1453,evm.TU.chromosome_5.1708,-0.2962970025,0.218046171,0.7890725604,1.742937227,0.01411900143,Y,-2.296175267,0.0001233001626,Y,membrane-associated progesterone receptor component 2-like [Orbicella faveolata],Membrane-associated progesterone receptor component 2 OS=Rattus norvegicus GN=Pgrmc2 PE=1 SV=1,157,-24.41,68.18%,81.82%,22,GO:0012505; GO:0016021; GO:0016020; GO:0005635; GO:0020037; GO:0005496,
Cluster_8986,evm.TU.chromosome_10.2297,-0.346056585,0.1466934999,0.7327372815,-4.279652633,0.01631454455,Y,1.922137093,0.006380078666,Y,LOW QUALITY PROTEIN: uncharacterized protein LOC111334289 [Stylophora pistillata],Lactadherin OS=Rattus norvegicus GN=Mfge8 PE=2 SV=1,176,-20.52,84.21%,84.21%,19,GO:0009897; GO:0070062; GO:0031012; GO:0005615; GO:1903561; GO:0019897; GO:0016020; GO:0005178; GO:0008429; GO:0001786; GO:0001525; GO:0007155; GO:0006911; GO:0006910; GO:2000427; GO:0008284; GO:0050766; GO:0043627; GO:0007338,
Cluster_1473,evm.TU.chromosome_9.2739,0.07880154265,0.7484620509,0.960434794,-2.683391085,0.02534322996,Y,-1.444360757,0.02518494039,Y,leucine-rich repeat extensin-like protein 3 [Orbicella faveolata],NA,166,-24.04,73.91%,82.61%,23,NA,GO:0030246
Cluster_8986,evm.TU.chromosome_11.2336,0.4431369405,0.05740497989,0.5938638503,1.328843784,0.008020851388,Y,1.922137093,0.006380078666,Y,small nuclear ribonucleoprotein Sm D2 [Orbicella faveolata],Small nuclear ribonucleoprotein Sm D2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=smd2 PE=1 SV=1,174,-21.77,84.21%,89.47%,19,GO:0071013; GO:0005634; GO:0071014; GO:0071011; GO:0000974; GO:0005681; GO:0005685; GO:0005686; GO:0071004; GO:0046540; GO:0005682; GO:0000395; GO:0045292; GO:0000387,GO:0030532; GO:0019013; GO:0008380
Cluster_8986,evm.TU.chromosome_11.2336,0.4431369405,0.05740497989,0.5938638503,1.262479916,0.01366870445,Y,1.922137093,0.006380078666,Y,small nuclear ribonucleoprotein Sm D2 [Orbicella faveolata],Small nuclear ribonucleoprotein Sm D2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=smd2 PE=1 SV=1,174,-21.77,84.21%,89.47%,19,GO:0071013; GO:0005634; GO:0071014; GO:0071011; GO:0000974; GO:0005681; GO:0005685; GO:0005686; GO:0071004; GO:0046540; GO:0005682; GO:0000395; GO:0045292; GO:0000387,GO:0030532; GO:0019013; GO:0008380
Cluster_1452,evm.TU.chromosome_10.16,0.1015092722,0.6792396925,0.9461776719,1.60837352,0.01504625605,Y,-1.910818382,0.03487820213,Y,"protein SCO1 homolog, mitochondrial-like [Orbicella faveolata]","Protein SCO1 homolog, mitochondrial OS=Bos taurus GN=SCO1 PE=2 SV=1",169,-24.76,87.50%,87.50%,16,GO:0072492; GO:0005743; GO:0030016; GO:0005507; GO:0006878; GO:0006825; GO:0033617; GO:1901799,GO:0016021; GO:0005743; GO:0005507; GO:0045454; GO:0006878; GO:0006825; GO:0008535
Cluster_2003,evm.TU.chromosome_4.211,0.2915372135,0.2258820339,0.7939220319,-4.393130237,0.00042301267,Y,-2.084022573,0.008928651577,Y,uncharacterized protein LOC110059994 isoform X2 [Orbicella faveolata],C-type lectin domain family 10 member A OS=Homo sapiens GN=CLEC10A PE=1 SV=1,148,-20.75,57.89%,73.68%,19,GO:0016021; GO:0005886; GO:0030246; GO:0002250; GO:0006897; GO:0045087; GO:0002223,
Cluster_2003,evm.TU.chromosome_4.211,0.2915372135,0.2258820339,0.7939220319,-4.393130237,0.00042301267,Y,-1.807889724,0.01372151167,Y,uncharacterized protein LOC110059994 isoform X2 [Orbicella faveolata],C-type lectin domain family 10 member A OS=Homo sapiens GN=CLEC10A PE=1 SV=1,148,-20.75,57.89%,73.68%,19,GO:0016021; GO:0005886; GO:0030246; GO:0002250; GO:0006897; GO:0045087; GO:0002223,
Cluster_2003,evm.TU.chromosome_4.211,0.2915372135,0.2258820339,0.7939220319,-4.306249637,0.002029637233,Y,-2.084022573,0.008928651577,Y,uncharacterized protein LOC110059994 isoform X2 [Orbicella faveolata],C-type lectin domain family 10 member A OS=Homo sapiens GN=CLEC10A PE=1 SV=1,148,-20.75,57.89%,73.68%,19,GO:0016021; GO:0005886; GO:0030246; GO:0002250; GO:0006897; GO:0045087; GO:0002223,
Cluster_2003,evm.TU.chromosome_4.211,0.2915372135,0.2258820339,0.7939220319,-4.306249637,0.002029637233,Y,-1.807889724,0.01372151167,Y,uncharacterized protein LOC110059994 isoform X2 [Orbicella faveolata],C-type lectin domain family 10 member A OS=Homo sapiens GN=CLEC10A PE=1 SV=1,148,-20.75,57.89%,73.68%,19,GO:0016021; GO:0005886; GO:0030246; GO:0002250; GO:0006897; GO:0045087; GO:0002223,
Cluster_2003,evm.TU.chromosome_4.211,0.2915372135,0.2258820339,0.7939220319,-3.960759308,0.002208440617,Y,-2.084022573,0.008928651577,Y,uncharacterized protein LOC110059994 isoform X2 [Orbicella faveolata],C-type lectin domain family 10 member A OS=Homo sapiens GN=CLEC10A PE=1 SV=1,148,-20.75,57.89%,73.68%,19,GO:0016021; GO:0005886; GO:0030246; GO:0002250; GO:0006897; GO:0045087; GO:0002223,
Cluster_2003,evm.TU.chromosome_4.211,0.2915372135,0.2258820339,0.7939220319,-3.960759308,0.002208440617,Y,-1.807889724,0.01372151167,Y,uncharacterized protein LOC110059994 isoform X2 [Orbicella faveolata],C-type lectin domain family 10 member A OS=Homo sapiens GN=CLEC10A PE=1 SV=1,148,-20.75,57.89%,73.68%,19,GO:0016021; GO:0005886; GO:0030246; GO:0002250; GO:0006897; GO:0045087; GO:0002223,
Cluster_2003,evm.TU.chromosome_4.211,0.2915372135,0.2258820339,0.7939220319,-2.946878125,0.04405117474,Y,-2.084022573,0.008928651577,Y,uncharacterized protein LOC110059994 isoform X2 [Orbicella faveolata],C-type lectin domain family 10 member A OS=Homo sapiens GN=CLEC10A PE=1 SV=1,148,-20.75,57.89%,73.68%,19,GO:0016021; GO:0005886; GO:0030246; GO:0002250; GO:0006897; GO:0045087; GO:0002223,
Cluster_2003,evm.TU.chromosome_4.211,0.2915372135,0.2258820339,0.7939220319,-2.946878125,0.04405117474,Y,-1.807889724,0.01372151167,Y,uncharacterized protein LOC110059994 isoform X2 [Orbicella faveolata],C-type lectin domain family 10 member A OS=Homo sapiens GN=CLEC10A PE=1 SV=1,148,-20.75,57.89%,73.68%,19,GO:0016021; GO:0005886; GO:0030246; GO:0002250; GO:0006897; GO:0045087; GO:0002223,
Cluster_3293,evm.TU.chromosome_10.346,-0.4011818795,0.08868690044,0.6584930371,1.089718999,0.01631454455,Y,-1.347139578,0.03223181177,Y,"delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial-like [Stylophora pistillata]","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3",166,-23.15,73.68%,89.47%,19,GO:0005759; GO:0005739; GO:0003842; GO:0004029; GO:0042802; GO:0010133,GO:0003842; GO:0010133
Cluster_1452,evm.TU.chromosome_1.1781,0.4845037167,0.03553080225,0.5229841593,-3.163143511,0.03192867915,Y,-1.910818382,0.03487820213,Y,Atrial natriuretic peptide receptor 1 [Stylophora pistillata],Atrial natriuretic peptide receptor 1 OS=Mus musculus GN=Npr1 PE=1 SV=2,161,-22.21,72.22%,88.89%,18,GO:0008074; GO:0016021; GO:0005886; GO:0043235; GO:0005524; GO:0005525; GO:0004383; GO:0042562; GO:0016941; GO:0017046; GO:0004672; GO:0019901; GO:0006182; GO:0042417; GO:0035556; GO:0048662; GO:0030828; GO:0007168; GO:0050880,GO:0016021; GO:0005622; GO:0005524; GO:0004383; GO:0004672; GO:0035556
Cluster_4754,evm.TU.chromosome_14.4953,-0.2357747626,0.3311796896,0.8468388953,5.936428312,0.02742483074,Y,-1.487936635,0.03487820213,Y,"beta-1,3-galactosyltransferase 5-like [Stylophora pistillata]","Beta-1,3-galactosyltransferase 5 (Fragment) OS=Pan paniscus GN=B3GALT5 PE=3 SV=1",175,-23.01,83.33%,88.89%,18,GO:0000139; GO:0016021; GO:0008378; GO:0006486,GO:0000139; GO:0016021; GO:0008378; GO:0006486
Cluster_4754,evm.TU.chromosome_14.4953,-0.2357747626,0.3311796896,0.8468388953,5.936428312,0.02742483074,Y,-1.986312887,0.0009935024121,Y,"beta-1,3-galactosyltransferase 5-like [Stylophora pistillata]","Beta-1,3-galactosyltransferase 5 (Fragment) OS=Pan paniscus GN=B3GALT5 PE=3 SV=1",175,-23.01,83.33%,88.89%,18,GO:0000139; GO:0016021; GO:0008378; GO:0006486,GO:0000139; GO:0016021; GO:0008378; GO:0006486
Cluster_3293,evm.TU.chromosome_2.1058,0.197532471,0.4175931717,0.8779981595,-4.573561653,9.28E-08,Y,-1.347139578,0.03223181177,Y,uncharacterized protein LOC111339197 isoform X1 [Stylophora pistillata],NA,160,-20.03,75.00%,85.00%,20,NA,GO:0005576; GO:0009405
Cluster_3293,evm.TU.chromosome_2.1058,0.197532471,0.4175931717,0.8779981595,-4.091282681,3.10E-05,Y,-1.347139578,0.03223181177,Y,uncharacterized protein LOC111339197 isoform X1 [Stylophora pistillata],NA,160,-20.03,75.00%,85.00%,20,NA,GO:0005576; GO:0009405
Cluster_3293,evm.TU.chromosome_2.1058,0.197532471,0.4175931717,0.8779981595,-2.897863651,0.003828756304,Y,-1.347139578,0.03223181177,Y,uncharacterized protein LOC111339197 isoform X1 [Stylophora pistillata],NA,160,-20.03,75.00%,85.00%,20,NA,GO:0005576; GO:0009405
Cluster_3293,evm.TU.chromosome_2.1058,0.197532471,0.4175931717,0.8779981595,-3.863260773,1.55E-05,Y,-1.347139578,0.03223181177,Y,uncharacterized protein LOC111339197 isoform X1 [Stylophora pistillata],NA,160,-20.03,75.00%,85.00%,20,NA,GO:0005576; GO:0009405
Cluster_1453,evm.TU.chromosome_4.1968,-0.2539145606,0.2941940068,0.8303864766,3.632495417,0.01905796427,Y,-2.11084247,0.007967319116,Y,uncharacterized protein LOC110067694 [Orbicella faveolata],NA,151,-20.37,70.00%,70.00%,20,NA,NA
Cluster_1453,evm.TU.chromosome_4.1968,-0.2539145606,0.2941940068,0.8303864766,3.632495417,0.01905796427,Y,-1.916046631,0.003977191821,Y,uncharacterized protein LOC110067694 [Orbicella faveolata],NA,151,-20.37,70.00%,70.00%,20,NA,NA
Cluster_1453,evm.TU.chromosome_4.1968,-0.2539145606,0.2941940068,0.8303864766,3.632495417,0.01905796427,Y,-2.296175267,0.0001233001626,Y,uncharacterized protein LOC110067694 [Orbicella faveolata],NA,151,-20.37,70.00%,70.00%,20,NA,NA
Cluster_1453,evm.TU.chromosome_4.1968,-0.2539145606,0.2941940068,0.8303864766,3.372913423,0.01374450691,Y,-2.11084247,0.007967319116,Y,uncharacterized protein LOC110067694 [Orbicella faveolata],NA,151,-20.37,70.00%,70.00%,20,NA,NA
Cluster_1453,evm.TU.chromosome_4.1968,-0.2539145606,0.2941940068,0.8303864766,3.372913423,0.01374450691,Y,-1.916046631,0.003977191821,Y,uncharacterized protein LOC110067694 [Orbicella faveolata],NA,151,-20.37,70.00%,70.00%,20,NA,NA
Cluster_1453,evm.TU.chromosome_4.1968,-0.2539145606,0.2941940068,0.8303864766,3.372913423,0.01374450691,Y,-2.296175267,0.0001233001626,Y,uncharacterized protein LOC110067694 [Orbicella faveolata],NA,151,-20.37,70.00%,70.00%,20,NA,NA
Cluster_4831,evm.TU.chromosome_11.1584,0.3482042632,0.1440356994,0.7301742564,-2.03468381,0.009056905133,Y,-1.780872401,0.01191674926,Y,uncharacterized protein LOC111343912 [Stylophora pistillata],NA,172,-21.52,93.33%,93.33%,15,NA,
Cluster_4831,evm.TU.chromosome_14.6844,-0.03021582525,0.9022705786,0.9866214931,-2.042229713,0.0337323275,Y,-1.780872401,0.01191674926,Y,cytochrome P450 1A3-like [Orbicella faveolata],Cytochrome P450 1A1 OS=Platichthys flesus GN=cyp1a1 PE=3 SV=1,168,-24.44,86.67%,93.33%,15,GO:0005789; GO:0031090; GO:0070330; GO:0020037; GO:0005506,GO:0020037; GO:0005506; GO:0004497; GO:0016705
Cluster_4831,evm.TU.chromosome_14.6844,-0.03021582525,0.9022705786,0.9866214931,-1.900648819,0.03048752627,Y,-1.780872401,0.01191674926,Y,cytochrome P450 1A3-like [Orbicella faveolata],Cytochrome P450 1A1 OS=Platichthys flesus GN=cyp1a1 PE=3 SV=1,168,-24.44,86.67%,93.33%,15,GO:0005789; GO:0031090; GO:0070330; GO:0020037; GO:0005506,GO:0020037; GO:0005506; GO:0004497; GO:0016705
Cluster_1452,evm.TU.chromosome_5.667,-0.1158111052,0.6368325576,0.9372188085,-3.043965827,0.0005070090841,Y,-1.910818382,0.03487820213,Y,NA,NA,168,-22.69,73.68%,84.21%,19,NA,NA
Cluster_1452,evm.TU.chromosome_5.667,-0.1158111052,0.6368325576,0.9372188085,-2.095411732,0.04691587053,Y,-1.910818382,0.03487820213,Y,NA,NA,168,-22.69,73.68%,84.21%,19,NA,NA
Cluster_1452,evm.TU.chromosome_5.667,-0.1158111052,0.6368325576,0.9372188085,-2.393591418,0.01181921462,Y,-1.910818382,0.03487820213,Y,NA,NA,168,-22.69,73.68%,84.21%,19,NA,NA
Cluster_1473,evm.TU.chromosome_5.667,0.1925711351,0.4296168331,0.8818001338,-3.043965827,0.0005070090841,Y,-1.444360757,0.02518494039,Y,NA,NA,166,-21.93,82.35%,82.35%,17,NA,NA
Cluster_1473,evm.TU.chromosome_5.667,0.1925711351,0.4296168331,0.8818001338,-2.095411732,0.04691587053,Y,-1.444360757,0.02518494039,Y,NA,NA,166,-21.93,82.35%,82.35%,17,NA,NA
Cluster_1473,evm.TU.chromosome_5.667,0.1925711351,0.4296168331,0.8818001338,-2.393591418,0.01181921462,Y,-1.444360757,0.02518494039,Y,NA,NA,166,-21.93,82.35%,82.35%,17,NA,NA
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,-1.342504264,0.001710575059,Y,-2.11084247,0.007967319116,Y,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,65.22%,78.26%,23,GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,-1.342504264,0.001710575059,Y,-1.916046631,0.003977191821,Y,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,65.22%,78.26%,23,GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,-1.342504264,0.001710575059,Y,-2.296175267,0.0001233001626,Y,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,65.22%,78.26%,23,GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,-1.242279552,0.01307283028,Y,-2.11084247,0.007967319116,Y,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,65.22%,78.26%,23,GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,-1.242279552,0.01307283028,Y,-1.916046631,0.003977191821,Y,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,65.22%,78.26%,23,GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,-1.242279552,0.01307283028,Y,-2.296175267,0.0001233001626,Y,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,65.22%,78.26%,23,GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,-1.583514672,7.90E-05,Y,-2.11084247,0.007967319116,Y,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,65.22%,78.26%,23,GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,-1.583514672,7.90E-05,Y,-1.916046631,0.003977191821,Y,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,65.22%,78.26%,23,GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,-1.583514672,7.90E-05,Y,-2.296175267,0.0001233001626,Y,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,65.22%,78.26%,23,GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
Cluster_1453,evm.TU.chromosome_6.2772,0.5022127074,0.02843795435,0.4912275546,-1.491460291,0.0002069683674,Y,-2.11084247,0.007967319116,Y,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,65.22%,78.26%,23,GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979,GO:0016021; GO:0050660; GO:0016491; GO:0046983
