gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,mirna,Target,Score,Energy_kcal_mol,Query_start_end,Subject_start_end,Length,Query_Identity,Subject_Identity,prop.sig.genes,Species
LOC122958230,GO:0042802,identical protein binding,1490,3,5.73,0.00142,Molecular Functions,mir-100,ID=gene-LOC122958230;Dbxref=GeneID:122958230;Name=LOC122958230;gbkey=Gene;gene=LOC122958230;gene_biotype=protein_coding::NC_058069.1:19972328-19973328,157,-24.95,2 17,631 650,16,87.50%,87.50%,0.002013422819,Acropora pulchra
LOC114963448,GO:0046872,metal ion binding,5724,19,22.01,0.00015,Molecular Functions,mir-100,ID=gene-LOC114963448;Dbxref=GeneID:114963448;Name=LOC114963448;gbkey=Gene;gene=LOC114963448;gene_biotype=protein_coding::NC_058066.1:8816827-8817827,151,-20.52,2 12,772 791,10,90.00%,100.00%,0.003319357093,Acropora pulchra
LOC114961588,GO:0005509,calcium ion binding,1170,5,4.5,9.00E-07,Molecular Functions,mir-100,ID=gene-LOC114961588;Dbxref=GeneID:114961588;Name=LOC114961588;gbkey=Gene;gene=LOC114961588;gene_biotype=protein_coding::NC_058066.1:10406671-10407671,148,-20.41,2 17,545 564,15,73.33%,73.33%,0.004273504274,Acropora pulchra
LOC114955162,GO:0005509,calcium ion binding,1170,5,4.5,9.00E-07,Molecular Functions,mir-100,ID=gene-LOC114955162;Dbxref=GeneID:114955162;Name=LOC114955162;gbkey=Gene;gene=LOC114955162;gene_biotype=protein_coding::NC_058072.1:74299-75299,157,-23.22,2 16,267 285,14,85.71%,92.86%,0.004273504274,Acropora pulchra
LOC114955162,GO:0005509,calcium ion binding,1170,5,4.5,9.00E-07,Molecular Functions,mir-100,ID=gene-LOC114955162;Dbxref=GeneID:114955162;Name=LOC114955162;gbkey=Gene;gene=LOC114955162;gene_biotype=protein_coding::NC_058072.1:74299-75299,157,-23.22,2 16,267 285,14,85.71%,92.86%,0.004273504274,Acropora pulchra
LOC114955162,GO:0005509,calcium ion binding,1170,5,4.5,9.00E-07,Molecular Functions,mir-100,ID=gene-LOC114955162;Dbxref=GeneID:114955162;Name=LOC114955162;gbkey=Gene;gene=LOC114955162;gene_biotype=protein_coding::NC_058072.1:74299-75299,157,-23.22,2 16,267 285,14,85.71%,92.86%,0.004273504274,Acropora pulchra
LOC114965066,GO:0046872,metal ion binding,5724,19,22.01,0.00015,Molecular Functions,mir-100,ID=gene-LOC114965066;Dbxref=GeneID:114965066;Name=LOC114965066;gbkey=Gene;gene=LOC114965066;gene_biotype=protein_coding::NC_058072.1:1957282-1958282,157,-23.22,2 16,658 676,14,85.71%,92.86%,0.003319357093,Acropora pulchra
LOC122962107,GO:0008270,zinc ion binding,1449,6,5.57,8.10E-08,Molecular Functions,mir-100,ID=gene-LOC122962107;Dbxref=GeneID:122962107;Name=LOC122962107;gbkey=Gene;gene=LOC122962107;gene_biotype=protein_coding::NC_058074.1:15451375-15452375,157,-23.22,2 16,447 465,14,85.71%,92.86%,0.004140786749,Acropora pulchra
LOC122963231,GO:0005524,ATP binding,2181,5,8.39,1.80E-05,Molecular Functions,mir-100,ID=gene-LOC122963231;Dbxref=GeneID:122963231;Name=LOC122963231;gbkey=Gene;gene=LOC122963231;gene_biotype=protein_coding::NC_058075.1:16243488-16244488,144,-21.68,2 19,732 747,17,76.47%,76.47%,0.002292526364,Acropora pulchra
LOC122964874,GO:0005524,ATP binding,2181,5,8.39,1.80E-05,Molecular Functions,mir-100,ID=gene-LOC122964874;Dbxref=GeneID:122964874;Name=LOC122964874;gbkey=Gene;gene=LOC122964874;gene_biotype=protein_coding::NC_058077.1:10106829-10107829,155,-23.25,2 18,514 532,16,81.25%,81.25%,0.002292526364,Acropora pulchra
Peve_00010097,GO:0070561,vitamin D receptor signaling pathway,6,1,0.01,0.00119,Biological Processes,mir-100,ID=Peve_00010097;Name=Peve_00010097;start=1;stop=1;cds_size=1719::Porites_evermani_scaffold_1704:66890-67890,148,-21.63,2 19,873 895,20,70.00%,75.00%,0.1666666667,Porites evermanni
Peve_00031777,GO:0099509,regulation of presynaptic cytosolic calcium ion con...,18,1,0.04,0.00357,Biological Processes,mir-100,ID=Peve_00031777;Name=Peve_00031777;start=1;stop=1;cds_size=843::Porites_evermani_scaffold_4578:6332-7332,152,-23.27,2 13,490 509,11,90.91%,90.91%,0.05555555556,Porites evermanni
Peve_00034369,GO:0006085,acetyl-CoA biosynthetic process,18,1,0.04,0.00357,Biological Processes,mir-100,ID=Peve_00034369;Name=Peve_00034369;start=1;stop=1;cds_size=1272::Porites_evermani_scaffold_52:476152-477152,146,-20.45,2 16,517 538,16,75.00%,75.00%,0.05555555556,Porites evermanni
Peve_00037515,GO:0030435,sporulation resulting in formation of a cellular sp...,16,2,0.04,0.00195,Biological Processes,mir-100,ID=Peve_00037515;Name=Peve_00037515;start=1;stop=1;cds_size=2565::Porites_evermani_scaffold_617:116624-117624,148,-21.69,2 14,724 744,13,84.62%,84.62%,0.125,Porites evermanni
Peve_00001484,GO:0016020,membrane,11250,34,27.41,4.80E-07,Cellular Components,mir-100,ID=Peve_00001484;Name=Peve_00001484;start=1;stop=1;cds_size=1956::Porites_evermani_scaffold_1082:85736-86736,155,-21.77,2 16,964 983,14,78.57%,85.71%,0.003022222222,Porites evermanni
Peve_00004388,GO:0005634,nucleus,6583,14,16.04,0.00203,Cellular Components,mir-100,ID=Peve_00004388;Name=Peve_00004388;start=0;stop=1;cds_size=2277::Porites_evermani_scaffold_1272:73604-74604,169,-25.99,2 19,719 740,19,84.21%,84.21%,0.002126689959,Porites evermanni
Peve_00004388,GO:0005654,nucleoplasm,2472,8,6.02,1.80E-06,Cellular Components,mir-100,ID=Peve_00004388;Name=Peve_00004388;start=0;stop=1;cds_size=2277::Porites_evermani_scaffold_1272:73604-74604,169,-25.99,2 19,719 740,19,84.21%,84.21%,0.003236245955,Porites evermanni
Peve_00004388,GO:0005730,nucleolus,930,2,2.27,0.01516,Cellular Components,mir-100,ID=Peve_00004388;Name=Peve_00004388;start=0;stop=1;cds_size=2277::Porites_evermani_scaffold_1272:73604-74604,169,-25.99,2 19,719 740,19,84.21%,84.21%,0.002150537634,Porites evermanni
Peve_00004388,GO:0016020,membrane,11250,34,27.41,4.80E-07,Cellular Components,mir-100,ID=Peve_00004388;Name=Peve_00004388;start=0;stop=1;cds_size=2277::Porites_evermani_scaffold_1272:73604-74604,169,-25.99,2 19,719 740,19,84.21%,84.21%,0.003022222222,Porites evermanni
Peve_00005421,GO:0005634,nucleus,6583,14,16.04,0.00203,Cellular Components,mir-100,ID=Peve_00005421;Name=Peve_00005421;start=0;stop=1;cds_size=2409::Porites_evermani_scaffold_1344:63378-64378,153,-24.56,2 19,119 139,18,66.67%,83.33%,0.002126689959,Porites evermanni
Peve_00005421,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00005421;Name=Peve_00005421;start=0;stop=1;cds_size=2409::Porites_evermani_scaffold_1344:63378-64378,153,-24.56,2 19,119 139,18,66.67%,83.33%,0.002771855011,Porites evermanni
Peve_00006583,GO:0005730,nucleolus,930,2,2.27,0.01516,Cellular Components,mir-100,ID=Peve_00006583;Name=Peve_00006583;start=1;stop=1;cds_size=4638::Porites_evermani_scaffold_1426:65160-66160,153,-21.15,2 19,143 163,18,72.22%,77.78%,0.002150537634,Porites evermanni
Peve_00006583,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00006583;Name=Peve_00006583;start=1;stop=1;cds_size=4638::Porites_evermani_scaffold_1426:65160-66160,153,-21.15,2 19,143 163,18,72.22%,77.78%,0.002771855011,Porites evermanni
Peve_00006583,GO:0005829,cytosol,4032,9,9.83,1.20E-06,Cellular Components,mir-100,ID=Peve_00006583;Name=Peve_00006583;start=1;stop=1;cds_size=4638::Porites_evermani_scaffold_1426:65160-66160,153,-21.15,2 19,143 163,18,72.22%,77.78%,0.002232142857,Porites evermanni
Peve_00006583,GO:0016020,membrane,11250,34,27.41,4.80E-07,Cellular Components,mir-100,ID=Peve_00006583;Name=Peve_00006583;start=1;stop=1;cds_size=4638::Porites_evermani_scaffold_1426:65160-66160,153,-21.15,2 19,143 163,18,72.22%,77.78%,0.003022222222,Porites evermanni
Peve_00006636,GO:0005576,extracellular region,3968,11,9.67,2.00E-04,Cellular Components,mir-100,ID=Peve_00006636;Name=Peve_00006636;start=0;stop=0;cds_size=1506::Porites_evermani_scaffold_1430:110517-111517,148,-21.86,2 13,951 970,11,81.82%,90.91%,0.002772177419,Porites evermanni
Peve_00006636,GO:0005886,plasma membrane,7068,21,17.22,8.40E-13,Cellular Components,mir-100,ID=Peve_00006636;Name=Peve_00006636;start=0;stop=0;cds_size=1506::Porites_evermani_scaffold_1430:110517-111517,148,-21.86,2 13,951 970,11,81.82%,90.91%,0.002971137521,Porites evermanni
Peve_00006695,GO:0005615,extracellular space,2293,6,5.59,1.90E-05,Cellular Components,mir-100,ID=Peve_00006695;Name=Peve_00006695;start=0;stop=1;cds_size=864::Porites_evermani_scaffold_1438:22406-23406,145,-23,2 15,699 721,16,75.00%,75.00%,0.002616659398,Porites evermanni
Peve_00008236,GO:0005654,nucleoplasm,2472,8,6.02,1.80E-06,Cellular Components,mir-100,ID=Peve_00008236;Name=Peve_00008236;start=1;stop=1;cds_size=966::Porites_evermani_scaffold_156:177805-178805,153,-21.49,2 19,583 603,18,72.22%,77.78%,0.003236245955,Porites evermanni
Peve_00008247,GO:0005886,plasma membrane,7068,21,17.22,8.40E-13,Cellular Components,mir-100,ID=Peve_00008247;Name=Peve_00008247;start=1;stop=1;cds_size=7449::Porites_evermani_scaffold_156:271185-272185,151,-22.05,2 19,159 176,17,76.47%,76.47%,0.002971137521,Porites evermanni
Peve_00008247,GO:0005912,adherens junction,210,1,0.51,0.04125,Cellular Components,mir-100,ID=Peve_00008247;Name=Peve_00008247;start=1;stop=1;cds_size=7449::Porites_evermani_scaffold_156:271185-272185,151,-22.05,2 19,159 176,17,76.47%,76.47%,0.004761904762,Porites evermanni
Peve_00008247,GO:0016324,apical plasma membrane,600,2,1.46,0.00658,Cellular Components,mir-100,ID=Peve_00008247;Name=Peve_00008247;start=1;stop=1;cds_size=7449::Porites_evermani_scaffold_156:271185-272185,151,-22.05,2 19,159 176,17,76.47%,76.47%,0.003333333333,Porites evermanni
Peve_00008247,GO:0043296,apical junction complex,139,1,0.34,0.0275,Cellular Components,mir-100,ID=Peve_00008247;Name=Peve_00008247;start=1;stop=1;cds_size=7449::Porites_evermani_scaffold_156:271185-272185,151,-22.05,2 19,159 176,17,76.47%,76.47%,0.007194244604,Porites evermanni
Peve_00008279,GO:0016020,membrane,11250,34,27.41,4.80E-07,Cellular Components,mir-100,ID=Peve_00008279;Name=Peve_00008279;start=1;stop=0;cds_size=441::Porites_evermani_scaffold_1563:86800-87800,145,-21.69,2 19,559 582,21,66.67%,66.67%,0.003022222222,Porites evermanni
Peve_00008656,GO:0005634,nucleus,6583,14,16.04,0.00203,Cellular Components,mir-100,ID=Peve_00008656;Name=Peve_00008656;start=1;stop=1;cds_size=378::Porites_evermani_scaffold_1591:23054-24054,154,-21.17,2 19,547 566,17,70.59%,76.47%,0.002126689959,Porites evermanni
Peve_00009846,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00009846;Name=Peve_00009846;start=1;stop=1;cds_size=1758::Porites_evermani_scaffold_1688:32508-33508,160,-21.72,2 17,287 306,15,80.00%,86.67%,0.002771855011,Porites evermanni
Peve_00009846,GO:0005886,plasma membrane,7068,21,17.22,8.40E-13,Cellular Components,mir-100,ID=Peve_00009846;Name=Peve_00009846;start=1;stop=1;cds_size=1758::Porites_evermani_scaffold_1688:32508-33508,160,-21.72,2 17,287 306,15,80.00%,86.67%,0.002971137521,Porites evermanni
Peve_00010142,GO:0005634,nucleus,6583,14,16.04,0.00203,Cellular Components,mir-100,ID=Peve_00010142;Name=Peve_00010142;start=1;stop=1;cds_size=945::Porites_evermani_scaffold_171:82563-83563,152,-20.81,2 19,746 764,17,70.59%,82.35%,0.002126689959,Porites evermanni
Peve_00010142,GO:0005654,nucleoplasm,2472,8,6.02,1.80E-06,Cellular Components,mir-100,ID=Peve_00010142;Name=Peve_00010142;start=1;stop=1;cds_size=945::Porites_evermani_scaffold_171:82563-83563,152,-20.81,2 19,746 764,17,70.59%,82.35%,0.003236245955,Porites evermanni
Peve_00010142,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00010142;Name=Peve_00010142;start=1;stop=1;cds_size=945::Porites_evermani_scaffold_171:82563-83563,152,-20.81,2 19,746 764,17,70.59%,82.35%,0.002771855011,Porites evermanni
Peve_00010496,GO:0016020,membrane,11250,34,27.41,4.80E-07,Cellular Components,mir-100,ID=Peve_00010496;Name=Peve_00010496;start=1;stop=1;cds_size=837::Porites_evermani_scaffold_174:283637-284637,152,-23.72,2 13,324 343,11,90.91%,90.91%,0.003022222222,Porites evermanni
Peve_00013968,GO:0005829,cytosol,4032,9,9.83,1.20E-06,Cellular Components,mir-100,ID=Peve_00013968;Name=Peve_00013968;start=1;stop=1;cds_size=1101::Porites_evermani_scaffold_204:324811-325811,151,-21.4,2 12,497 516,10,90.00%,100.00%,0.002232142857,Porites evermanni
Peve_00013968,GO:0005886,plasma membrane,7068,21,17.22,8.40E-13,Cellular Components,mir-100,ID=Peve_00013968;Name=Peve_00013968;start=1;stop=1;cds_size=1101::Porites_evermani_scaffold_204:324811-325811,151,-21.4,2 12,497 516,10,90.00%,100.00%,0.002971137521,Porites evermanni
Peve_00016117,GO:0005829,cytosol,4032,9,9.83,1.20E-06,Cellular Components,mir-100,ID=Peve_00016117;Name=Peve_00016117;start=1;stop=1;cds_size=1956::Porites_evermani_scaffold_2258:9170-10170,152,-23.21,2 13,585 604,11,90.91%,90.91%,0.002232142857,Porites evermanni
Peve_00016117,GO:0016324,apical plasma membrane,600,2,1.46,0.00658,Cellular Components,mir-100,ID=Peve_00016117;Name=Peve_00016117;start=1;stop=1;cds_size=1956::Porites_evermani_scaffold_2258:9170-10170,152,-23.21,2 13,585 604,11,90.91%,90.91%,0.003333333333,Porites evermanni
Peve_00016404,GO:0005615,extracellular space,2293,6,5.59,1.90E-05,Cellular Components,mir-100,ID=Peve_00016404;Name=Peve_00016404;start=1;stop=1;cds_size=582::Porites_evermani_scaffold_229:326122-327122,153,-23.91,2 19,202 224,20,70.00%,75.00%,0.002616659398,Porites evermanni
Peve_00016404,GO:0005886,plasma membrane,7068,21,17.22,8.40E-13,Cellular Components,mir-100,ID=Peve_00016404;Name=Peve_00016404;start=1;stop=1;cds_size=582::Porites_evermani_scaffold_229:326122-327122,153,-23.91,2 19,202 224,20,70.00%,75.00%,0.002971137521,Porites evermanni
Peve_00018443,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00018443;Name=Peve_00018443;start=1;stop=1;cds_size=2109::Porites_evermani_scaffold_250:196888-197888,145,-20.65,2 10,366 385,8,100.00%,100.00%,0.002771855011,Porites evermanni
Peve_00018474,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00018474;Name=Peve_00018474;start=1;stop=1;cds_size=1764::Porites_evermani_scaffold_2502:64409-65409,140,-20.88,2 9,950 969,7,100.00%,100.00%,0.002771855011,Porites evermanni
Peve_00018474,GO:0005829,cytosol,4032,9,9.83,1.20E-06,Cellular Components,mir-100,ID=Peve_00018474;Name=Peve_00018474;start=1;stop=1;cds_size=1764::Porites_evermani_scaffold_2502:64409-65409,140,-20.88,2 9,950 969,7,100.00%,100.00%,0.002232142857,Porites evermanni
Peve_00023048,GO:0016020,membrane,11250,34,27.41,4.80E-07,Cellular Components,mir-100,ID=Peve_00023048;Name=Peve_00023048;start=1;stop=1;cds_size=702::Porites_evermani_scaffold_306:84013-85013,152,-23.27,2 13,517 536,11,90.91%,90.91%,0.003022222222,Porites evermanni
Peve_00024794,GO:0005576,extracellular region,3968,11,9.67,2.00E-04,Cellular Components,mir-100,ID=Peve_00024794;Name=Peve_00024794;start=1;stop=1;cds_size=5052::Porites_evermani_scaffold_3322:17946-18946,144,-21.1,2 14,408 428,13,76.92%,84.62%,0.002772177419,Porites evermanni
Peve_00025535,GO:0005654,nucleoplasm,2472,8,6.02,1.80E-06,Cellular Components,mir-100,ID=Peve_00025535;Name=Peve_00025535;start=1;stop=1;cds_size=495::Porites_evermani_scaffold_344:256641-257641,158,-21.16,2 19,285 304,17,70.59%,82.35%,0.003236245955,Porites evermanni
Peve_00025535,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00025535;Name=Peve_00025535;start=1;stop=1;cds_size=495::Porites_evermani_scaffold_344:256641-257641,158,-21.16,2 19,285 304,17,70.59%,82.35%,0.002771855011,Porites evermanni
Peve_00025535,GO:0032154,cleavage furrow,188,4,0.46,7.10E-08,Cellular Components,mir-100,ID=Peve_00025535;Name=Peve_00025535;start=1;stop=1;cds_size=495::Porites_evermani_scaffold_344:256641-257641,158,-21.16,2 19,285 304,17,70.59%,82.35%,0.02127659574,Porites evermanni
Peve_00025549,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00025549;Name=Peve_00025549;start=1;stop=1;cds_size=5583::Porites_evermani_scaffold_344:157730-158730,158,-21.16,2 19,28 47,17,70.59%,82.35%,0.002771855011,Porites evermanni
Peve_00025549,GO:0032154,cleavage furrow,188,4,0.46,7.10E-08,Cellular Components,mir-100,ID=Peve_00025549;Name=Peve_00025549;start=1;stop=1;cds_size=5583::Porites_evermani_scaffold_344:157730-158730,158,-21.16,2 19,28 47,17,70.59%,82.35%,0.02127659574,Porites evermanni
Peve_00026456,GO:0005886,plasma membrane,7068,21,17.22,8.40E-13,Cellular Components,mir-100,ID=Peve_00026456;Name=Peve_00026456;start=1;stop=1;cds_size=3657::Porites_evermani_scaffold_359:96394-97394,158,-20.53,2 19,522 541,17,76.47%,76.47%,0.002971137521,Porites evermanni
Peve_00027965,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00027965;Name=Peve_00027965;start=0;stop=1;cds_size=3561::Porites_evermani_scaffold_3864:24860-25860,147,-20.88,2 18,438 460,19,68.42%,78.95%,0.002771855011,Porites evermanni
Peve_00027965,GO:0005813,centrosome,999,3,2.43,0.0011,Cellular Components,mir-100,ID=Peve_00027965;Name=Peve_00027965;start=0;stop=1;cds_size=3561::Porites_evermani_scaffold_3864:24860-25860,147,-20.88,2 18,438 460,19,68.42%,78.95%,0.003003003003,Porites evermanni
Peve_00028463,GO:0005615,extracellular space,2293,6,5.59,1.90E-05,Cellular Components,mir-100,ID=Peve_00028463;Name=Peve_00028463;start=1;stop=1;cds_size=309::Porites_evermani_scaffold_395:155555-156555,148,-20.44,2 19,572 596,22,68.18%,72.73%,0.002616659398,Porites evermanni
Peve_00028838,GO:0005581,collagen trimer,352,2,0.86,0.00233,Cellular Components,mir-100,ID=Peve_00028838;Name=Peve_00028838;start=1;stop=1;cds_size=1293::Porites_evermani_scaffold_400:134779-135779,147,-21.96,2 17,441 461,16,75.00%,75.00%,0.005681818182,Porites evermanni
Peve_00028838,GO:0005615,extracellular space,2293,6,5.59,1.90E-05,Cellular Components,mir-100,ID=Peve_00028838;Name=Peve_00028838;start=1;stop=1;cds_size=1293::Porites_evermani_scaffold_400:134779-135779,147,-21.96,2 17,441 461,16,75.00%,75.00%,0.002616659398,Porites evermanni
Peve_00029363,GO:0005634,nucleus,6583,14,16.04,0.00203,Cellular Components,mir-100,ID=Peve_00029363;Name=Peve_00029363;start=1;stop=1;cds_size=276::Porites_evermani_scaffold_41:132019-133019,147,-23.18,2 19,19 36,17,70.59%,76.47%,0.002126689959,Porites evermanni
Peve_00029363,GO:0005829,cytosol,4032,9,9.83,1.20E-06,Cellular Components,mir-100,ID=Peve_00029363;Name=Peve_00029363;start=1;stop=1;cds_size=276::Porites_evermani_scaffold_41:132019-133019,147,-23.18,2 19,19 36,17,70.59%,76.47%,0.002232142857,Porites evermanni
Peve_00029393,GO:0005886,plasma membrane,7068,21,17.22,8.40E-13,Cellular Components,mir-100,ID=Peve_00029393;Name=Peve_00029393;start=1;stop=1;cds_size=1086::Porites_evermani_scaffold_410:87768-88768,146,-21.47,2 11,155 174,9,88.89%,100.00%,0.002971137521,Porites evermanni
Peve_00031438,GO:0005829,cytosol,4032,9,9.83,1.20E-06,Cellular Components,mir-100,ID=Peve_00031438;Name=Peve_00031438;start=1;stop=1;cds_size=2961::Porites_evermani_scaffold_45:472859-473859,155,-20.7,2 18,231 249,16,81.25%,81.25%,0.002232142857,Porites evermanni
Peve_00031438,GO:0005886,plasma membrane,7068,21,17.22,8.40E-13,Cellular Components,mir-100,ID=Peve_00031438;Name=Peve_00031438;start=1;stop=1;cds_size=2961::Porites_evermani_scaffold_45:472859-473859,155,-20.7,2 18,231 249,16,81.25%,81.25%,0.002971137521,Porites evermanni
Peve_00031777,GO:0005886,plasma membrane,7068,21,17.22,8.40E-13,Cellular Components,mir-100,ID=Peve_00031777;Name=Peve_00031777;start=1;stop=1;cds_size=843::Porites_evermani_scaffold_4578:6332-7332,152,-23.27,2 13,490 509,11,90.91%,90.91%,0.002971137521,Porites evermanni
Peve_00031777,GO:0016020,membrane,11250,34,27.41,4.80E-07,Cellular Components,mir-100,ID=Peve_00031777;Name=Peve_00031777;start=1;stop=1;cds_size=843::Porites_evermani_scaffold_4578:6332-7332,152,-23.27,2 13,490 509,11,90.91%,90.91%,0.003022222222,Porites evermanni
Peve_00032945,GO:0005634,nucleus,6583,14,16.04,0.00203,Cellular Components,mir-100,ID=Peve_00032945;Name=Peve_00032945;start=1;stop=0;cds_size=1680::Porites_evermani_scaffold_4848:12311-13311,151,-20.73,2 19,283 302,18,72.22%,83.33%,0.002126689959,Porites evermanni
Peve_00032945,GO:0005654,nucleoplasm,2472,8,6.02,1.80E-06,Cellular Components,mir-100,ID=Peve_00032945;Name=Peve_00032945;start=1;stop=0;cds_size=1680::Porites_evermani_scaffold_4848:12311-13311,151,-20.73,2 19,283 302,18,72.22%,83.33%,0.003236245955,Porites evermanni
Peve_00033090,GO:0005634,nucleus,6583,14,16.04,0.00203,Cellular Components,mir-100,ID=Peve_00033090;Name=Peve_00033090;start=1;stop=1;cds_size=1449::Porites_evermani_scaffold_49:598335-599335,168,-22.02,2 17,311 330,15,86.67%,93.33%,0.002126689959,Porites evermanni
Peve_00033090,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00033090;Name=Peve_00033090;start=1;stop=1;cds_size=1449::Porites_evermani_scaffold_49:598335-599335,168,-22.02,2 17,311 330,15,86.67%,93.33%,0.002771855011,Porites evermanni
Peve_00033090,GO:0005813,centrosome,999,3,2.43,0.0011,Cellular Components,mir-100,ID=Peve_00033090;Name=Peve_00033090;start=1;stop=1;cds_size=1449::Porites_evermani_scaffold_49:598335-599335,168,-22.02,2 17,311 330,15,86.67%,93.33%,0.003003003003,Porites evermanni
Peve_00034302,GO:0005576,extracellular region,3968,11,9.67,2.00E-04,Cellular Components,mir-100,ID=Peve_00034302;Name=Peve_00034302;start=1;stop=1;cds_size=864::Porites_evermani_scaffold_518:51694-52694,154,-21.61,2 15,106 125,13,84.62%,84.62%,0.002772177419,Porites evermanni
Peve_00034302,GO:0005581,collagen trimer,352,2,0.86,0.00233,Cellular Components,mir-100,ID=Peve_00034302;Name=Peve_00034302;start=1;stop=1;cds_size=864::Porites_evermani_scaffold_518:51694-52694,154,-21.61,2 15,106 125,13,84.62%,84.62%,0.005681818182,Porites evermanni
Peve_00034302,GO:0005615,extracellular space,2293,6,5.59,1.90E-05,Cellular Components,mir-100,ID=Peve_00034302;Name=Peve_00034302;start=1;stop=1;cds_size=864::Porites_evermani_scaffold_518:51694-52694,154,-21.61,2 15,106 125,13,84.62%,84.62%,0.002616659398,Porites evermanni
Peve_00034482,GO:0005654,nucleoplasm,2472,8,6.02,1.80E-06,Cellular Components,mir-100,ID=Peve_00034482;Name=Peve_00034482;start=1;stop=1;cds_size=495::Porites_evermani_scaffold_523:140596-141596,158,-21.16,2 19,494 513,17,70.59%,82.35%,0.003236245955,Porites evermanni
Peve_00034482,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00034482;Name=Peve_00034482;start=1;stop=1;cds_size=495::Porites_evermani_scaffold_523:140596-141596,158,-21.16,2 19,494 513,17,70.59%,82.35%,0.002771855011,Porites evermanni
Peve_00034482,GO:0032154,cleavage furrow,188,4,0.46,7.10E-08,Cellular Components,mir-100,ID=Peve_00034482;Name=Peve_00034482;start=1;stop=1;cds_size=495::Porites_evermani_scaffold_523:140596-141596,158,-21.16,2 19,494 513,17,70.59%,82.35%,0.02127659574,Porites evermanni
Peve_00034483,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00034483;Name=Peve_00034483;start=1;stop=1;cds_size=5634::Porites_evermani_scaffold_523:107909-108909,158,-21.16,2 19,28 47,17,70.59%,82.35%,0.002771855011,Porites evermanni
Peve_00034483,GO:0032154,cleavage furrow,188,4,0.46,7.10E-08,Cellular Components,mir-100,ID=Peve_00034483;Name=Peve_00034483;start=1;stop=1;cds_size=5634::Porites_evermani_scaffold_523:107909-108909,158,-21.16,2 19,28 47,17,70.59%,82.35%,0.02127659574,Porites evermanni
Peve_00034570,GO:0005634,nucleus,6583,14,16.04,0.00203,Cellular Components,mir-100,ID=Peve_00034570;Name=Peve_00034570;start=1;stop=0;cds_size=882::Porites_evermani_scaffold_5250:3144-4144,151,-21.82,2 13,577 597,12,91.67%,91.67%,0.002126689959,Porites evermanni
Peve_00034570,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00034570;Name=Peve_00034570;start=1;stop=0;cds_size=882::Porites_evermani_scaffold_5250:3144-4144,151,-21.82,2 13,577 597,12,91.67%,91.67%,0.002771855011,Porites evermanni
Peve_00035609,GO:0005634,nucleus,6583,14,16.04,0.00203,Cellular Components,mir-100,ID=Peve_00035609;Name=Peve_00035609;start=1;stop=1;cds_size=669::Porites_evermani_scaffold_554:5153-6153,148,-20.69,2 14,101 121,13,84.62%,84.62%,0.002126689959,Porites evermanni
Peve_00037489,GO:0005576,extracellular region,3968,11,9.67,2.00E-04,Cellular Components,mir-100,ID=Peve_00037489;Name=Peve_00037489;start=1;stop=1;cds_size=441::Porites_evermani_scaffold_6160:6506-7422,157,-21.41,2 16,755 773,14,85.71%,92.86%,0.002772177419,Porites evermanni
Peve_00038257,GO:0005886,plasma membrane,7068,21,17.22,8.40E-13,Cellular Components,mir-100,ID=Peve_00038257;Name=Peve_00038257;start=1;stop=1;cds_size=1080::Porites_evermani_scaffold_644:87360-88360,154,-21.45,2 15,460 479,13,84.62%,84.62%,0.002971137521,Porites evermanni
Peve_00038257,GO:0016020,membrane,11250,34,27.41,4.80E-07,Cellular Components,mir-100,ID=Peve_00038257;Name=Peve_00038257;start=1;stop=1;cds_size=1080::Porites_evermani_scaffold_644:87360-88360,154,-21.45,2 15,460 479,13,84.62%,84.62%,0.003022222222,Porites evermanni
Peve_00038270,GO:0005737,cytoplasm,14070,39,34.29,1.10E-10,Cellular Components,mir-100,ID=Peve_00038270;Name=Peve_00038270;start=0;stop=1;cds_size=540::Porites_evermani_scaffold_6442:894-1894,153,-23.69,2 18,191 210,16,68.75%,81.25%,0.002771855011,Porites evermanni
