miRNA,mRNA,PCC.cor,p_value,adjusted_p_value,score,energy,query_start_end,subject_start_end,total_bp_shared,query_similar,subject_similar,moduleColor,hpf_1,hpf_4,hpf_9,hpf_14,hpf_22,hpf_28,hpf_48,hpf_72,hpf_1.1,hpf_4.1,hpf_9.1,hpf_14.1,hpf_22.1,hpf_28.1,hpf_48.1,hpf_72.1,category,timepoint,count,mean,sd,se,mirna_zscore,mrna_mean_zscore,mrna_sd_zscore,mrna_se_zscore
Montipora_capitata_HIv3___Scaffold_8_483169,Montipora_capitata_HIv3___TS.g7683.t1,-0.8484556383,0.007741858149,0.09020734805,147,-21.21,2 16,357 379,14,71.43%,78.57%,lightgreen,0.05401759206,0.5958016125,0.01603480815,0.3562541879,-0.02292644445,0.04142643316,-0.481903793,-0.4838445074,0.7767923206,0.0005129490158,0.9329772349,0.05332155076,0.9042826794,0.8279328119,0.007005961383,0.006748492053,Maternal,22_hpf,62152.83,11.2478504,0.3363535346,0.1681767673,0.8854101072,1.594031942,-0.02875757976,-0.02875757976
Montipora_capitata_HIv3___Scaffold_8_483169,Montipora_capitata_HIv3___TS.g7683.t1,-0.8484556383,0.007741858149,0.09020734805,147,-21.21,2 16,357 379,14,71.43%,78.57%,lightgreen,0.05401759206,0.5958016125,0.01603480815,0.3562541879,-0.02292644445,0.04142643316,-0.481903793,-0.4838445074,0.7767923206,0.0005129490158,0.9329772349,0.05332155076,0.9042826794,0.8279328119,0.007005961383,0.006748492053,Maternal,28_hpf,74117.47,11.30538799,0.09052482281,0.04526241141,1.147071198,1.623240573,-0.9374026834,-0.9374026834
Montipora_capitata_HIv3___Scaffold_8_483169,Montipora_capitata_HIv3___TS.g7683.t1,-0.8484556383,0.007741858149,0.09020734805,147,-21.21,2 16,357 379,14,71.43%,78.57%,lightgreen,0.05401759206,0.5958016125,0.01603480815,0.3562541879,-0.02292644445,0.04142643316,-0.481903793,-0.4838445074,0.7767923206,0.0005129490158,0.9329772349,0.05332155076,0.9042826794,0.8279328119,0.007005961383,0.006748492053,Maternal,48_hpf,216241.36,10.69929753,0.1140519598,0.0570259799,4.25525432,1.315562195,-0.8504404336,-0.8504404336
Montipora_capitata_HIv3___Scaffold_8_483169,Montipora_capitata_HIv3___TS.g7683.t1,-0.8484556383,0.007741858149,0.09020734805,147,-21.21,2 16,357 379,14,71.43%,78.57%,lightgreen,0.05401759206,0.5958016125,0.01603480815,0.3562541879,-0.02292644445,0.04142643316,-0.481903793,-0.4838445074,0.7767923206,0.0005129490158,0.9329772349,0.05332155076,0.9042826794,0.8279328119,0.007005961383,0.006748492053,Maternal,72_hpf,123635.2,10.69455475,0.1551661018,0.07758305092,2.230000835,1.313154551,-0.6984721645,-0.6984721645
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g47446.t1,0.8508280698,0.007397801228,0.08864525237,185,-45.36,2 18,388 406,16,100.00%,100.00%,yellow,0.3797124509,0.4601794163,0.3667301832,-0.09203719285,-0.455954757,-0.03978282308,-0.2690534758,-0.3004067063,0.03848665322,0.01050426987,0.04622004871,0.6285867325,0.01133200331,0.8346644953,0.1505147078,0.1067474033,Maternal,1_hpf,86196.85,8.688179385,0.07989308926,0.03994654463,1.411241599,0.2946295008,-0.97670026,-0.97670026
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g47446.t1,0.8508280698,0.007397801228,0.08864525237,185,-45.36,2 18,388 406,16,100.00%,100.00%,yellow,0.3797124509,0.4601794163,0.3667301832,-0.09203719285,-0.455954757,-0.03978282308,-0.2690534758,-0.3004067063,0.03848665322,0.01050426987,0.04622004871,0.6285867325,0.01133200331,0.8346644953,0.1505147078,0.1067474033,Maternal,4_hpf,62651.44,8.647836184,0.4901764071,0.2450882036,0.8963144751,0.2741495039,0.5398106679,0.5398106679
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g47446.t1,0.8508280698,0.007397801228,0.08864525237,185,-45.36,2 18,388 406,16,100.00%,100.00%,yellow,0.3797124509,0.4601794163,0.3667301832,-0.09203719285,-0.455954757,-0.03978282308,-0.2690534758,-0.3004067063,0.03848665322,0.01050426987,0.04622004871,0.6285867325,0.01133200331,0.8346644953,0.1505147078,0.1067474033,Maternal,9_hpf,83292.74,8.674782951,0.1064498948,0.05322494742,1.347730069,0.287828877,-0.8785395888,-0.8785395888
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g47446.t1,0.8508280698,0.007397801228,0.08864525237,185,-45.36,2 18,388 406,16,100.00%,100.00%,yellow,0.3797124509,0.4601794163,0.3667301832,-0.09203719285,-0.455954757,-0.03978282308,-0.2690534758,-0.3004067063,0.03848665322,0.01050426987,0.04622004871,0.6285867325,0.01133200331,0.8346644953,0.1505147078,0.1067474033,Maternal,14_hpf,56175.91,8.139664603,0.3895080647,0.1947540323,0.7546976572,0.01617908946,0.1677150091,0.1677150091
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g47446.t1,0.8508280698,0.007397801228,0.08864525237,185,-45.36,2 18,388 406,16,100.00%,100.00%,yellow,0.3797124509,0.4601794163,0.3667301832,-0.09203719285,-0.455954757,-0.03978282308,-0.2690534758,-0.3004067063,0.03848665322,0.01050426987,0.04622004871,0.6285867325,0.01133200331,0.8346644953,0.1505147078,0.1067474033,Maternal,22_hpf,33928.84,7.677696835,0.2590586977,0.1295293489,0.2681646226,-0.2183362217,-0.3144588495,-0.3144588495
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g47446.t1,0.8508280698,0.007397801228,0.08864525237,185,-45.36,2 18,388 406,16,100.00%,100.00%,yellow,0.3797124509,0.4601794163,0.3667301832,-0.09203719285,-0.455954757,-0.03978282308,-0.2690534758,-0.3004067063,0.03848665322,0.01050426987,0.04622004871,0.6285867325,0.01133200331,0.8346644953,0.1505147078,0.1067474033,Maternal,28_hpf,39548.85,8.259176084,0.3609924733,0.1804962367,0.3910716176,0.07684841362,0.0623141702,0.0623141702
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g47446.t1,0.8508280698,0.007397801228,0.08864525237,185,-45.36,2 18,388 406,16,100.00%,100.00%,yellow,0.3797124509,0.4601794163,0.3667301832,-0.09203719285,-0.455954757,-0.03978282308,-0.2690534758,-0.3004067063,0.03848665322,0.01050426987,0.04622004871,0.6285867325,0.01133200331,0.8346644953,0.1505147078,0.1067474033,Maternal,48_hpf,36815.52,7.921982782,0.2250129605,0.1125064802,0.3312949666,-0.09432584939,-0.4403005066,-0.4403005066
Montipora_capitata_HIv3___Scaffold_10_624116,Montipora_capitata_HIv3___RNAseq.g47446.t1,0.8508280698,0.007397801228,0.08864525237,185,-45.36,2 18,388 406,16,100.00%,100.00%,yellow,0.3797124509,0.4601794163,0.3667301832,-0.09203719285,-0.455954757,-0.03978282308,-0.2690534758,-0.3004067063,0.03848665322,0.01050426987,0.04622004871,0.6285867325,0.01133200331,0.8346644953,0.1505147078,0.1067474033,Maternal,72_hpf,51541.43,7.879285139,0.2432491358,0.1216245679,0.6533437433,-0.1160010652,-0.3728949897,-0.3728949897
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g3456.t1,-0.8106712272,0.01464845991,0.1159321747,169,-21.79,2 23,443 467,22,72.73%,81.82%,yellow,0.2882062284,0.5809562898,0.4699180592,0.03468453259,-0.3593956834,-0.3085930136,-0.3626643239,-0.3111155617,0.1224730776,0.0007618104975,0.008787854138,0.8556163515,0.05110715116,0.09707761088,0.04888102088,0.09423566379,Maternal,1_hpf,582.41,11.01452212,0.1993781465,0.09968907323,-0.4611062332,1.475584166,-0.5350532637,-0.5350532637
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g3456.t1,-0.8106712272,0.01464845991,0.1159321747,169,-21.79,2 23,443 467,22,72.73%,81.82%,yellow,0.2882062284,0.5809562898,0.4699180592,0.03468453259,-0.3593956834,-0.3085930136,-0.3626643239,-0.3111155617,0.1224730776,0.0007618104975,0.008787854138,0.8556163515,0.05110715116,0.09707761088,0.04888102088,0.09423566379,Maternal,4_hpf,346.14,11.6539127,0.9691988204,0.4845994102,-0.4662733478,1.800167157,2.310398681,2.310398681
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g3456.t1,-0.8106712272,0.01464845991,0.1159321747,169,-21.79,2 23,443 467,22,72.73%,81.82%,yellow,0.2882062284,0.5809562898,0.4699180592,0.03468453259,-0.3593956834,-0.3085930136,-0.3626643239,-0.3111155617,0.1224730776,0.0007618104975,0.008787854138,0.8556163515,0.05110715116,0.09707761088,0.04888102088,0.09423566379,Maternal,9_hpf,4870.92,11.51607656,0.1374637465,0.06873187325,-0.3673185216,1.730195426,-0.7639045478,-0.7639045478
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g3456.t1,-0.8106712272,0.01464845991,0.1159321747,169,-21.79,2 23,443 467,22,72.73%,81.82%,yellow,0.2882062284,0.5809562898,0.4699180592,0.03468453259,-0.3593956834,-0.3085930136,-0.3626643239,-0.3111155617,0.1224730776,0.0007618104975,0.008787854138,0.8556163515,0.05110715116,0.09707761088,0.04888102088,0.09423566379,Maternal,14_hpf,4638.38,10.28064512,0.2416468986,0.1208234493,-0.3724040629,1.103035677,-0.3788172635,-0.3788172635
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g3456.t1,-0.8106712272,0.01464845991,0.1159321747,169,-21.79,2 23,443 467,22,72.73%,81.82%,yellow,0.2882062284,0.5809562898,0.4699180592,0.03468453259,-0.3593956834,-0.3085930136,-0.3626643239,-0.3111155617,0.1224730776,0.0007618104975,0.008787854138,0.8556163515,0.05110715116,0.09707761088,0.04888102088,0.09423566379,Maternal,22_hpf,28524.25,8.962930467,0.1917517107,0.09587585534,0.1499687626,0.4341053256,-0.5632424995,-0.5632424995
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g3456.t1,-0.8106712272,0.01464845991,0.1159321747,169,-21.79,2 23,443 467,22,72.73%,81.82%,yellow,0.2882062284,0.5809562898,0.4699180592,0.03468453259,-0.3593956834,-0.3085930136,-0.3626643239,-0.3111155617,0.1224730776,0.0007618104975,0.008787854138,0.8556163515,0.05110715116,0.09707761088,0.04888102088,0.09423566379,Maternal,28_hpf,17723.74,9.376670906,0.8533767578,0.4266883789,-0.08623334876,0.6441383079,1.882291039,1.882291039
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g3456.t1,-0.8106712272,0.01464845991,0.1159321747,169,-21.79,2 23,443 467,22,72.73%,81.82%,yellow,0.2882062284,0.5809562898,0.4699180592,0.03468453259,-0.3593956834,-0.3085930136,-0.3626643239,-0.3111155617,0.1224730776,0.0007618104975,0.008787854138,0.8556163515,0.05110715116,0.09707761088,0.04888102088,0.09423566379,Maternal,48_hpf,19803.3,8.947264269,0.209628309,0.1048141545,-0.04075434244,0.4261524692,-0.49716607,-0.49716607
Montipora_capitata_HIv3___Scaffold_8_571913,Montipora_capitata_HIv3___RNAseq.g3456.t1,-0.8106712272,0.01464845991,0.1159321747,169,-21.79,2 23,443 467,22,72.73%,81.82%,yellow,0.2882062284,0.5809562898,0.4699180592,0.03468453259,-0.3593956834,-0.3085930136,-0.3626643239,-0.3111155617,0.1224730776,0.0007618104975,0.008787854138,0.8556163515,0.05110715116,0.09707761088,0.04888102088,0.09423566379,Maternal,72_hpf,7546.56,9.13527068,0.2084868574,0.1042434287,-0.308803524,0.5215928549,-0.5013851638,-0.5013851638
Montipora_capitata_HIv3___Scaffold_11_832609,Montipora_capitata_HIv3___RNAseq.g22947.t1,-0.7774967502,0.02314792005,0.1409230615,140,-20.34,2 9,127 149,7,100.00%,100.00%,yellow,0.4787415134,0.4184799495,0.3712846547,-0.1830991443,-0.07007416622,-0.2755558144,-0.2881326825,-0.4348539556,0.00744333508,0.02136431455,0.04337753603,0.3328036634,0.7129059731,0.1405202103,0.1225727892,0.01632988054,Maternal,1_hpf,582.41,6.999362048,0.2019422602,0.1009711301,-0.4611062332,-0.5626890203,-0.5255756506,-0.5255756506
Montipora_capitata_HIv3___Scaffold_11_832609,Montipora_capitata_HIv3___RNAseq.g22947.t1,-0.7774967502,0.02314792005,0.1409230615,140,-20.34,2 9,127 149,7,100.00%,100.00%,yellow,0.4787415134,0.4184799495,0.3712846547,-0.1830991443,-0.07007416622,-0.2755558144,-0.2881326825,-0.4348539556,0.00744333508,0.02136431455,0.04337753603,0.3328036634,0.7129059731,0.1405202103,0.1225727892,0.01632988054,Maternal,4_hpf,0,6.790851532,0.484237527,0.2421187635,-0.473843268,-0.6685381984,0.5178590647,0.5178590647
Montipora_capitata_HIv3___Scaffold_11_832609,Montipora_capitata_HIv3___RNAseq.g22947.t1,-0.7774967502,0.02314792005,0.1409230615,140,-20.34,2 9,127 149,7,100.00%,100.00%,yellow,0.4787415134,0.4184799495,0.3712846547,-0.1830991443,-0.07007416622,-0.2755558144,-0.2881326825,-0.4348539556,0.00744333508,0.02136431455,0.04337753603,0.3328036634,0.7129059731,0.1405202103,0.1225727892,0.01632988054,Maternal,9_hpf,0,6.77119977,0.1947994393,0.09739971963,-0.473843268,-0.6785143038,-0.5519773238,-0.5519773238
Montipora_capitata_HIv3___Scaffold_11_832609,Montipora_capitata_HIv3___RNAseq.g22947.t1,-0.7774967502,0.02314792005,0.1409230615,140,-20.34,2 9,127 149,7,100.00%,100.00%,yellow,0.4787415134,0.4184799495,0.3712846547,-0.1830991443,-0.07007416622,-0.2755558144,-0.2881326825,-0.4348539556,0.00744333508,0.02136431455,0.04337753603,0.3328036634,0.7129059731,0.1405202103,0.1225727892,0.01632988054,Maternal,14_hpf,515.38,5.379730285,0.1812861677,0.09064308385,-0.462572148,-1.384885878,-0.6019257937,-0.6019257937
Montipora_capitata_HIv3___Scaffold_11_832609,Montipora_capitata_HIv3___RNAseq.g22947.t1,-0.7774967502,0.02314792005,0.1409230615,140,-20.34,2 9,127 149,7,100.00%,100.00%,yellow,0.4787415134,0.4184799495,0.3712846547,-0.1830991443,-0.07007416622,-0.2755558144,-0.2881326825,-0.4348539556,0.00744333508,0.02136431455,0.04337753603,0.3328036634,0.7129059731,0.1405202103,0.1225727892,0.01632988054,Maternal,22_hpf,450.38,5.607970019,1.154121437,0.5770607185,-0.4639936676,-1.269021275,2.993919449,2.993919449
Montipora_capitata_HIv3___Scaffold_11_832609,Montipora_capitata_HIv3___RNAseq.g22947.t1,-0.7774967502,0.02314792005,0.1409230615,140,-20.34,2 9,127 149,7,100.00%,100.00%,yellow,0.4787415134,0.4184799495,0.3712846547,-0.1830991443,-0.07007416622,-0.2755558144,-0.2881326825,-0.4348539556,0.00744333508,0.02136431455,0.04337753603,0.3328036634,0.7129059731,0.1405202103,0.1225727892,0.01632988054,Maternal,28_hpf,585.91,5.341088334,0.9716005489,0.4858002744,-0.4610296898,-1.404502245,2.319276076,2.319276076
Montipora_capitata_HIv3___Scaffold_11_832609,Montipora_capitata_HIv3___RNAseq.g22947.t1,-0.7774967502,0.02314792005,0.1409230615,140,-20.34,2 9,127 149,7,100.00%,100.00%,yellow,0.4787415134,0.4184799495,0.3712846547,-0.1830991443,-0.07007416622,-0.2755558144,-0.2881326825,-0.4348539556,0.00744333508,0.02136431455,0.04337753603,0.3328036634,0.7129059731,0.1405202103,0.1225727892,0.01632988054,Maternal,48_hpf,797.45,5.069464273,0.2384597088,0.1192298544,-0.4564034088,-1.542390655,-0.3905979234,-0.3905979234
Montipora_capitata_HIv3___Scaffold_11_832609,Montipora_capitata_HIv3___RNAseq.g22947.t1,-0.7774967502,0.02314792005,0.1409230615,140,-20.34,2 9,127 149,7,100.00%,100.00%,yellow,0.4787415134,0.4184799495,0.3712846547,-0.1830991443,-0.07007416622,-0.2755558144,-0.2881326825,-0.4348539556,0.00744333508,0.02136431455,0.04337753603,0.3328036634,0.7129059731,0.1405202103,0.1225727892,0.01632988054,Maternal,72_hpf,1445.09,4.617053747,0.5142862182,0.2571431091,-0.4422398243,-1.772054287,0.6289266286,0.6289266286
Montipora_capitata_HIv3___Scaffold_14_984317,Montipora_capitata_HIv3___RNAseq.g20152.t1,0.7289984488,0.04019207527,0.1807039776,170,-23,2 20,730 752,19,84.21%,84.21%,skyblue,-0.1478928758,0.8284938288,-0.07481427072,-0.09242045619,-0.01337011827,0.03022057277,-0.153611902,-0.2757252504,0.4354344115,1.58E-08,0.694382917,0.6271515413,0.944096218,0.8740412142,0.4176856422,0.1402663938,Maternal,1_hpf,7571.35,11.3620934,0.1247957502,0.06239787509,-0.3082613783,1.652026748,-0.8107286667,-0.8107286667
Montipora_capitata_HIv3___Scaffold_14_984317,Montipora_capitata_HIv3___RNAseq.g20152.t1,0.7289984488,0.04019207527,0.1807039776,170,-23,2 20,730 752,19,84.21%,84.21%,skyblue,-0.1478928758,0.8284938288,-0.07481427072,-0.09242045619,-0.01337011827,0.03022057277,-0.153611902,-0.2757252504,0.4354344115,1.58E-08,0.694382917,0.6271515413,0.944096218,0.8740412142,0.4176856422,0.1402663938,Maternal,4_hpf,10730.36,12.65932844,0.9072781244,0.4536390622,-0.2391753044,2.310560746,2.081524125,2.081524125
Montipora_capitata_HIv3___Scaffold_14_984317,Montipora_capitata_HIv3___RNAseq.g20152.t1,0.7289984488,0.04019207527,0.1807039776,170,-23,2 20,730 752,19,84.21%,84.21%,skyblue,-0.1478928758,0.8284938288,-0.07481427072,-0.09242045619,-0.01337011827,0.03022057277,-0.153611902,-0.2757252504,0.4354344115,1.58E-08,0.694382917,0.6271515413,0.944096218,0.8740412142,0.4176856422,0.1402663938,Maternal,9_hpf,6819.29,11.47189255,0.2825117568,0.1412558784,-0.3247085794,1.707765666,-0.2277704106,-0.2277704106
Montipora_capitata_HIv3___Scaffold_14_984317,Montipora_capitata_HIv3___RNAseq.g20152.t1,0.7289984488,0.04019207527,0.1807039776,170,-23,2 20,730 752,19,84.21%,84.21%,skyblue,-0.1478928758,0.8284938288,-0.07481427072,-0.09242045619,-0.01337011827,0.03022057277,-0.153611902,-0.2757252504,0.4354344115,1.58E-08,0.694382917,0.6271515413,0.944096218,0.8740412142,0.4176856422,0.1402663938,Maternal,14_hpf,6356.3,11.45204774,0.06859429426,0.03429714713,-0.3348339545,1.697691558,-1.018463464,-1.018463464
Montipora_capitata_HIv3___Scaffold_14_984317,Montipora_capitata_HIv3___RNAseq.g20152.t1,0.7289984488,0.04019207527,0.1807039776,170,-23,2 20,730 752,19,84.21%,84.21%,skyblue,-0.1478928758,0.8284938288,-0.07481427072,-0.09242045619,-0.01337011827,0.03022057277,-0.153611902,-0.2757252504,0.4354344115,1.58E-08,0.694382917,0.6271515413,0.944096218,0.8740412142,0.4176856422,0.1402663938,Maternal,22_hpf,4653.96,11.56599056,0.3102037654,0.1551018827,-0.3720633355,1.755533983,-0.1254137418,-0.1254137418
Montipora_capitata_HIv3___Scaffold_14_984317,Montipora_capitata_HIv3___RNAseq.g20152.t1,0.7289984488,0.04019207527,0.1807039776,170,-23,2 20,730 752,19,84.21%,84.21%,skyblue,-0.1478928758,0.8284938288,-0.07481427072,-0.09242045619,-0.01337011827,0.03022057277,-0.153611902,-0.2757252504,0.4354344115,1.58E-08,0.694382917,0.6271515413,0.944096218,0.8740412142,0.4176856422,0.1402663938,Maternal,28_hpf,3368.98,11.63733291,0.3753102233,0.1876551116,-0.4001652482,1.791750522,0.1152361958,0.1152361958
Montipora_capitata_HIv3___Scaffold_14_984317,Montipora_capitata_HIv3___RNAseq.g20152.t1,0.7289984488,0.04019207527,0.1807039776,170,-23,2 20,730 752,19,84.21%,84.21%,skyblue,-0.1478928758,0.8284938288,-0.07481427072,-0.09242045619,-0.01337011827,0.03022057277,-0.153611902,-0.2757252504,0.4354344115,1.58E-08,0.694382917,0.6271515413,0.944096218,0.8740412142,0.4176856422,0.1402663938,Maternal,48_hpf,1860.71,11.35099531,0.3235598458,0.1617799229,-0.433150409,1.646392866,-0.07604629008,-0.07604629008
Montipora_capitata_HIv3___Scaffold_14_984317,Montipora_capitata_HIv3___RNAseq.g20152.t1,0.7289984488,0.04019207527,0.1807039776,170,-23,2 20,730 752,19,84.21%,84.21%,skyblue,-0.1478928758,0.8284938288,-0.07481427072,-0.09242045619,-0.01337011827,0.03022057277,-0.153611902,-0.2757252504,0.4354344115,1.58E-08,0.694382917,0.6271515413,0.944096218,0.8740412142,0.4176856422,0.1402663938,Maternal,72_hpf,642.26,11.16477869,0.1471036272,0.07355181361,-0.4597973416,1.55186106,-0.7282731102,-0.7282731102
Montipora_capitata_HIv3___Scaffold_8_536899,Montipora_capitata_HIv3___RNAseq.g44580.t1,-0.7346484256,0.03790698532,0.1758352195,160,-23.11,2 22,903 927,22,68.18%,77.27%,yellow,0.3534594888,0.4081722271,0.3288919536,0.2923695092,-0.2333892121,-0.1753911313,-0.4381105546,-0.5086557645,0.05535452197,0.02514309548,0.07596158869,0.1169257515,0.2145187023,0.3539000024,0.01545663291,0.004101445926,Maternal,1_hpf,0,7.074533662,0.08634940041,0.0431747002,-0.473843268,-0.5245285777,-0.9528361008,-0.9528361008
Montipora_capitata_HIv3___Scaffold_8_536899,Montipora_capitata_HIv3___RNAseq.g44580.t1,-0.7346484256,0.03790698532,0.1758352195,160,-23.11,2 22,903 927,22,68.18%,77.27%,yellow,0.3534594888,0.4081722271,0.3288919536,0.2923695092,-0.2333892121,-0.1753911313,-0.4381105546,-0.5086557645,0.05535452197,0.02514309548,0.07596158869,0.1169257515,0.2145187023,0.3539000024,0.01545663291,0.004101445926,Maternal,4_hpf,0,6.973203723,0.900412847,0.4502064235,-0.473843268,-0.5759681451,2.056148323,2.056148323
Montipora_capitata_HIv3___Scaffold_8_536899,Montipora_capitata_HIv3___RNAseq.g44580.t1,-0.7346484256,0.03790698532,0.1758352195,160,-23.11,2 22,903 927,22,68.18%,77.27%,yellow,0.3534594888,0.4081722271,0.3288919536,0.2923695092,-0.2333892121,-0.1753911313,-0.4381105546,-0.5086557645,0.05535452197,0.02514309548,0.07596158869,0.1169257515,0.2145187023,0.3539000024,0.01545663291,0.004101445926,Maternal,9_hpf,0,7.008644218,0.2366162949,0.1183081474,-0.473843268,-0.5579769793,-0.3974116474,-0.3974116474
Montipora_capitata_HIv3___Scaffold_8_536899,Montipora_capitata_HIv3___RNAseq.g44580.t1,-0.7346484256,0.03790698532,0.1758352195,160,-23.11,2 22,903 927,22,68.18%,77.27%,yellow,0.3534594888,0.4081722271,0.3288919536,0.2923695092,-0.2333892121,-0.1753911313,-0.4381105546,-0.5086557645,0.05535452197,0.02514309548,0.07596158869,0.1169257515,0.2145187023,0.3539000024,0.01545663291,0.004101445926,Maternal,14_hpf,4466.59,6.908094785,0.4200080669,0.2100040334,-0.37616103,-0.6090203274,0.2804507325,0.2804507325
Montipora_capitata_HIv3___Scaffold_8_536899,Montipora_capitata_HIv3___RNAseq.g44580.t1,-0.7346484256,0.03790698532,0.1758352195,160,-23.11,2 22,903 927,22,68.18%,77.27%,yellow,0.3534594888,0.4081722271,0.3288919536,0.2923695092,-0.2333892121,-0.1753911313,-0.4381105546,-0.5086557645,0.05535452197,0.02514309548,0.07596158869,0.1169257515,0.2145187023,0.3539000024,0.01545663291,0.004101445926,Maternal,22_hpf,5104.34,5.287093681,0.4017086481,0.2008543241,-0.3622137352,-1.431912323,0.2128114519,0.2128114519
Montipora_capitata_HIv3___Scaffold_8_536899,Montipora_capitata_HIv3___RNAseq.g44580.t1,-0.7346484256,0.03790698532,0.1758352195,160,-23.11,2 22,903 927,22,68.18%,77.27%,yellow,0.3534594888,0.4081722271,0.3288919536,0.2923695092,-0.2333892121,-0.1753911313,-0.4381105546,-0.5086557645,0.05535452197,0.02514309548,0.07596158869,0.1169257515,0.2145187023,0.3539000024,0.01545663291,0.004101445926,Maternal,28_hpf,4394.32,5.738065077,1.093447298,0.546723649,-0.3777415411,-1.202979258,2.769652484,2.769652484
Montipora_capitata_HIv3___Scaffold_8_536899,Montipora_capitata_HIv3___RNAseq.g44580.t1,-0.7346484256,0.03790698532,0.1758352195,160,-23.11,2 22,903 927,22,68.18%,77.27%,yellow,0.3534594888,0.4081722271,0.3288919536,0.2923695092,-0.2333892121,-0.1753911313,-0.4381105546,-0.5086557645,0.05535452197,0.02514309548,0.07596158869,0.1169257515,0.2145187023,0.3539000024,0.01545663291,0.004101445926,Maternal,48_hpf,5582.14,4.515843739,0.6283804291,0.3141902146,-0.3517644723,-1.823432972,1.050647693,1.050647693
Montipora_capitata_HIv3___Scaffold_8_536899,Montipora_capitata_HIv3___RNAseq.g44580.t1,-0.7346484256,0.03790698532,0.1758352195,160,-23.11,2 22,903 927,22,68.18%,77.27%,yellow,0.3534594888,0.4081722271,0.3288919536,0.2923695092,-0.2333892121,-0.1753911313,-0.4381105546,-0.5086557645,0.05535452197,0.02514309548,0.07596158869,0.1169257515,0.2145187023,0.3539000024,0.01545663291,0.004101445926,Maternal,72_hpf,3853.56,4.247144452,0.4266930778,0.2133465389,-0.3895677099,-1.959836638,0.3051602238,0.3051602238
Montipora_capitata_HIv3___Scaffold_9_606515,Montipora_capitata_HIv3___RNAseq.g44580.t1,0.9813250012,1.61E-05,0.02356600398,152,-20.49,2 22,638 664,23,65.22%,69.57%,yellow,0.3534594888,0.4081722271,0.3288919536,0.2923695092,-0.2333892121,-0.1753911313,-0.4381105546,-0.5086557645,0.05535452197,0.02514309548,0.07596158869,0.1169257515,0.2145187023,0.3539000024,0.01545663291,0.004101445926,Maternal,1_hpf,183459.52,7.074533662,0.08634940041,0.0431747002,3.538330784,-0.5245285777,-0.9528361008,-0.9528361008
Montipora_capitata_HIv3___Scaffold_9_606515,Montipora_capitata_HIv3___RNAseq.g44580.t1,0.9813250012,1.61E-05,0.02356600398,152,-20.49,2 22,638 664,23,65.22%,69.57%,yellow,0.3534594888,0.4081722271,0.3288919536,0.2923695092,-0.2333892121,-0.1753911313,-0.4381105546,-0.5086557645,0.05535452197,0.02514309548,0.07596158869,0.1169257515,0.2145187023,0.3539000024,0.01545663291,0.004101445926,Maternal,4_hpf,194184.84,6.973203723,0.900412847,0.4502064235,3.772888525,-0.5759681451,2.056148323,2.056148323
Montipora_capitata_HIv3___Scaffold_9_606515,Montipora_capitata_HIv3___RNAseq.g44580.t1,0.9813250012,1.61E-05,0.02356600398,152,-20.49,2 22,638 664,23,65.22%,69.57%,yellow,0.3534594888,0.4081722271,0.3288919536,0.2923695092,-0.2333892121,-0.1753911313,-0.4381105546,-0.5086557645,0.05535452197,0.02514309548,0.07596158869,0.1169257515,0.2145187023,0.3539000024,0.01545663291,0.004101445926,Maternal,9_hpf,181928.88,7.008644218,0.2366162949,0.1183081474,3.504856401,-0.5579769793,-0.3974116474,-0.3974116474
Montipora_capitata_HIv3___Scaffold_9_606515,Montipora_capitata_HIv3___RNAseq.g44580.t1,0.9813250012,1.61E-05,0.02356600398,152,-20.49,2 22,638 664,23,65.22%,69.57%,yellow,0.3534594888,0.4081722271,0.3288919536,0.2923695092,-0.2333892121,-0.1753911313,-0.4381105546,-0.5086557645,0.05535452197,0.02514309548,0.07596158869,0.1169257515,0.2145187023,0.3539000024,0.01545663291,0.004101445926,Maternal,14_hpf,144305.1,6.908094785,0.4200080669,0.2100040334,2.682041898,-0.6090203274,0.2804507325,0.2804507325
